운용회사: ABC Asset Management, 펀드명: ABC Global Equity Fund, 위험등급: 4, 순자산총액: 1200000000, 주식비중(%): 75, 채권비중(%): 20, 1개월 수익률: 2.3, 6개월 수익률: 8.5, 1년 수익률: 12.4, 2년 수익률: 24.7, 운용보수(%): 1.2
운용회사: EFG Investments, 펀드명: EFG Income Fund, 위험등급: 3, 순자산총액: 900000000, 주식비중(%): 35, 채권비중(%): 60, 1개월 수익률: 1.2, 6개월 수익률: 4.5, 1년 수익률: 7.0, 2년 수익률: 11.5, 운용보수(%): 0.7
운용회사: RST Asset Management, 펀드명: RST Growth Strategy Fund, 위험등급: 4, 순자산총액: 1400000000, 주식비중(%): 75, 채권비중(%): 20, 1개월 수익률: 2.8, 6개월 수익률: 9.1, 1년 수익률: 13.7, 2년 수익률: 23.8, 운용보수(%): 1.3
운용회사: UVW Capital, 펀드명: UVW Income & Growth Fund, 위험등급: 4, 순자산총액: 1250000000, 주식비중(%): 65, 채권비중(%): 30, 1개월 수익률: 2.5, 6개월 수익률: 8.2, 1년 수익률: 12.3, 2년 수익률: 22.7, 운용보수(%): 1.2
운용회사: MNO Investments, 펀드명: MNO Strategic Income Fund, 위험등급: 3, 순자산총액: 950000000, 주식비중(%): 40, 채권비중(%): 55, 1개월 수익률: 1.6, 6개월 수익률: 6.0, 1년 수익률: 9.3, 2년 수익률: 15.8, 운용보수(%): 0.9
운용회사: ABC Asset Management, 펀드명: ABC Balanced Fund, 위험등급: 4, 순자산총액: 1250000000, 주식비중(%): 60, 채권비중(%): 35, 1개월 수익률: 2.0, 6개월 수익률: 7.0, 1년 수익률: 10.8, 2년 수익률: 19.0, 운용보수(%): 1.0
운용회사: XYZ Capital, 펀드명: XYZ Strategic Income Fund, 위험등급: 3, 순자산총액: 850000000, 주식비중(%): 45, 채권비중(%): 50, 1개월 수익률: 1.4, 6개월 수익률: 4.9, 1년 수익률: 7.5, 2년 수익률: 12.7, 운용보수(%): 0.8
운용회사: DEF Investments, 펀드명: DEF Global Growth Fund, 위험등급: 5, 순자산총액: 1600000000, 주식비중(%): 85, 채권비중(%): 10, 1개월 수익률: 3.7, 6개월 수익률: 11.6, 1년 수익률: 18.7, 2년 수익률: 31.5, 운용보수(%): 1.5
운용회사: QRS Fund Management, 펀드명: QRS Growth & Income Fund, 위험등급: 4, 순자산총액: 1300000000, 주식비중(%): 70, 채권비중(%): 25, 1개월 수익률: 2.8, 6개월 수익률: 8.4, 1년 수익률: 12.6, 2년 수익률: 22.0, 운용보수(%): 1.2
운용회사: LMN Financial, 펀드명: LMN High Yield Fund, 위험등급: 5, 순자산총액: 1750000000, 주식비중(%): 85, 채권비중(%): 10, 1개월 수익률: 3.6, 6개월 수익률: 11.2, 1년 수익률: 18.5, 2년 수익률: 30.2, 운용보수(%): 1.5
운용회사: GHI Asset Management, 펀드명: GHI Balanced Income Fund, 위험등급: 3, 순자산총액: 950000000, 주식비중(%): 50, 채권비중(%): 45, 1개월 수익률: 1.5, 6개월 수익률: 5.6, 1년 수익률: 8.9, 2년 수익률: 15.0, 운용보수(%): 0.8
운용회사: TUV Wealth, 펀드명: TUV Strategic Growth Fund, 위험등급: 5, 순자산총액: 1900000000, 주식비중(%): 90, 채권비중(%): 5, 1개월 수익률: 4.1, 6개월 수익률: 12.7, 1년 수익률: 21.1, 2년 수익률: 35.3, 운용보수(%): 1.7
운용회사: OPQ Capital, 펀드명: OPQ Global Equity Fund, 위험등급: 4, 순자산총액: 1300000000, 주식비중(%): 75, 채권비중(%): 20, 1개월 수익률: 2.8, 6개월 수익률: 8.6, 1년 수익률: 13.0, 2년 수익률: 23.4, 운용보수(%): 1.3
운용회사: JKL Fund, 펀드명: JKL Balanced Growth Fund, 위험등급: 4, 순자산총액: 1200000000, 주식비중(%): 70, 채권비중(%): 25, 1개월 수익률: 2.5, 6개월 수익률: 8.2, 1년 수익률: 12.4, 2년 수익률: 22.3, 운용보수(%): 1.2
운용회사: EFG Investments, 펀드명: EFG Strategic Income Fund, 위험등급: 3, 순자산총액: 950000000, 주식비중(%): 45, 채권비중(%): 50, 1개월 수익률: 1.5, 6개월 수익률: 5.5, 1년 수익률: 8.7, 2년 수익률: 14.9, 운용보수(%): 0.8
운용회사: RST Asset Management, 펀드명: RST Global Income Fund, 위험등급: 3, 순자산총액: 800000000, 주식비중(%): 40, 채권비중(%): 55, 1개월 수익률: 1.2, 6개월 수익률: 4.2, 1년 수익률: 6.8, 2년 수익률: 11.3, 운용보수(%): 0.7
운용회사: UVW Capital, 펀드명: UVW High Growth Fund, 위험등급: 5, 순자산총액: 1800000000, 주식비중(%): 85, 채권비중(%): 10, 1개월 수익률: 3.8, 6개월 수익률: 11.5, 1년 수익률: 19.3, 2년 수익률: 32.0, 운용보수(%): 1.6
운용회사: MNO Investments, 펀드명: MNO Conservative Fund, 위험등급: 2, 순자산총액: 700000000, 주식비중(%): 30, 채권비중(%): 65, 1개월 수익률: 0.9, 6개월 수익률: 3.0, 1년 수익률: 4.8, 2년 수익률: 8.2, 운용보수(%): 0.6
운용회사: ABC Asset Management, 펀드명: ABC Global Income Fund, 위험등급: 3, 순자산총액: 850000000, 주식비중(%): 45, 채권비중(%): 50, 1개월 수익률: 1.4, 6개월 수익률: 4.8, 1년 수익률: 7.4, 2년 수익률: 12.5, 운용보수(%): 0.8
운용회사: XYZ Capital, 펀드명: XYZ High Yield Fund, 위험등급: 5, 순자산총액: 1600000000, 주식비중(%): 85, 채권비중(%): 10, 1개월 수익률: 3.7, 6개월 수익률: 11.4, 1년 수익률: 18.9, 2년 수익률: 31.0, 운용보수(%): 1.5
운용회사: DEF Investments, 펀드명: DEF Balanced Growth Fund, 위험등급: 4, 순자산총액: 1300000000, 주식비중(%): 65, 채권비중(%): 30, 1개월 수익률: 2.6, 6개월 수익률: 8.4, 1년 수익률: 12.5, 2년 수익률: 21.8, 운용보수(%): 1.2
운용회사: QRS Fund Management, 펀드명: QRS Conservative Fund, 위험등급: 2, 순자산총액: 650000000, 주식비중(%): 30, 채권비중(%): 65, 1개월 수익률: 0.8, 6개월 수익률: 2.8, 1년 수익률: 4.6, 2년 수익률: 7.7, 운용보수(%): 0.6
운용회사: LMN Financial, 펀드명: LMN Global Equity Fund, 위험등급: 5, 순자산총액: 1800000000, 주식비중(%): 90, 채권비중(%): 5, 1개월 수익률: 4.2, 6개월 수익률: 12.6, 1년 수익률: 20.9, 2년 수익률: 34.1, 운용보수(%): 1.7
운용회사: GHI Asset Management, 펀드명: GHI Strategic Income Fund, 위험등급: 3, 순자산총액: 900000000, 주식비중(%): 40, 채권비중(%): 55, 1개월 수익률: 1.3, 6개월 수익률: 4.3, 1년 수익률: 6.9, 2년 수익률: 11.6, 운용보수(%): 0.7
운용회사: TUV Wealth, 펀드명: TUV Global Growth Fund, 위험등급: 5, 순자산총액: 1900000000, 주식비중(%): 85, 채권비중(%): 10, 1개월 수익률: 3.9, 6개월 수익률: 12.2, 1년 수익률: 19.7, 2년 수익률: 32.4, 운용보수(%): 1.6
운용회사: OPQ Capital, 펀드명: OPQ Income Fund, 위험등급: 3, 순자산총액: 850000000, 주식비중(%): 40, 채권비중(%): 55, 1개월 수익률: 1.3, 6개월 수익률: 4.1, 1년 수익률: 6.7, 2년 수익률: 11.1, 운용보수(%): 0.7
운용회사: JKL Fund, 펀드명: JKL High Yield Fund, 위험등급: 5, 순자산총액: 1750000000, 주식비중(%): 90, 채권비중(%): 5, 1개월 수익률: 4.3, 6개월 수익률: 12.8, 1년 수익률: 21.3, 2년 수익률: 35.5, 운용보수(%): 1.7
운용회사: EFG Investments, 펀드명: EFG Balanced Fund, 위험등급: 4, 순자산총액: 1200000000, 주식비중(%): 60, 채권비중(%): 35, 1개월 수익률: 2.2, 6개월 수익률: 7.5, 1년 수익률: 11.2, 2년 수익률: 19.6, 운용보수(%): 1.1
운용회사: RST Asset Management, 펀드명: RST Global Growth Fund, 위험등급: 5, 순자산총액: 1700000000, 주식비중(%): 85, 채권비중(%): 10, 1개월 수익률: 3.6, 6개월 수익률: 11.1, 1년 수익률: 18.8, 2년 수익률: 31.2, 운용보수(%): 1.5
운용회사: UVW Capital, 펀드명: UVW Strategic Income Fund, 위험등급: 3, 순자산총액: 900000000, 주식비중(%): 40, 채권비중(%): 55, 1개월 수익률: 1.3, 6개월 수익률: 4.2, 1년 수익률: 6.9, 2년 수익률: 11.5, 운용보수(%): 0.7
운용회사: MNO Investments, 펀드명: MNO High Growth Fund, 위험등급: 5, 순자산총액: 1800000000, 주식비중(%): 90, 채권비중(%): 5, 1개월 수익률: 4.2, 6개월 수익률: 12.7, 1년 수익률: 21.2, 2년 수익률: 35.0, 운용보수(%): 1.7
운용회사: ABC Asset Management, 펀드명: ABC Strategic Growth Fund, 위험등급: 5, 순자산총액: 1650000000, 주식비중(%): 85, 채권비중(%): 10, 1개월 수익률: 3.8, 6개월 수익률: 11.4, 1년 수익률: 19.0, 2년 수익률: 31.3, 운용보수(%): 1.6
운용회사: XYZ Capital, 펀드명: XYZ Conservative Fund, 위험등급: 2, 순자산총액: 650000000, 주식비중(%): 30, 채권비중(%): 65, 1개월 수익률: 0.9, 6개월 수익률: 3.1, 1년 수익률: 4.9, 2년 수익률: 8.3, 운용보수(%): 0.6
운용회사: DEF Investments, 펀드명: DEF Strategic Income Fund, 위험등급: 3, 순자산총액: 900000000, 주식비중(%): 45, 채권비중(%): 50, 1개월 수익률: 1.4, 6개월 수익률: 4.8, 1년 수익률: 7.5, 2년 수익률: 12.7, 운용보수(%): 0.8
운용회사: QRS Fund Management, 펀드명: QRS Global Equity Fund, 위험등급: 4, 순자산총액: 1400000000, 주식비중(%): 75, 채권비중(%): 20, 1개월 수익률: 2.9, 6개월 수익률: 8.8, 1년 수익률: 13.2, 2년 수익률: 23.7, 운용보수(%): 1.3
운용회사: LMN Financial, 펀드명: LMN Balanced Income Fund, 위험등급: 3, 순자산총액: 900000000, 주식비중(%): 40, 채권비중(%): 55, 1개월 수익률: 1.4, 6개월 수익률: 4.6, 1년 수익률: 7.1, 2년 수익률: 11.9, 운용보수(%): 0.7
운용회사: GHI Asset Management, 펀드명: GHI Global Equity Fund, 위험등급: 5, 순자산총액: 1600000000, 주식비중(%): 90, 채권비중(%): 5, 1개월 수익률: 4.3, 6개월 수익률: 13.0, 1년 수익률: 21.5, 2년 수익률: 35.7, 운용보수(%): 1.7
운용회사: TUV Wealth, 펀드명: TUV Income Fund, 위험등급: 3, 순자산총액: 850000000, 주식비중(%): 40, 채권비중(%): 55, 1개월 수익률: 1.3, 6개월 수익률: 4.1, 1년 수익률: 6.6, 2년 수익률: 11.0, 운용보수(%): 0.7
운용회사: OPQ Capital, 펀드명: OPQ High Yield Fund, 위험등급: 5, 순자산총액: 1700000000, 주식비중(%): 90, 채권비중(%): 5, 1개월 수익률: 4.1, 6개월 수익률: 12.9, 1년 수익률: 21.5, 2년 수익률: 35.2, 운용보수(%): 1.7
운용회사: JKL Fund, 펀드명: JKL Strategic Income Fund, 위험등급: 3, 순자산총액: 850000000, 주식비중(%): 40, 채권비중(%): 55, 1개월 수익률: 1.3, 6개월 수익률: 4.4, 1년 수익률: 6.8, 2년 수익률: 11.4, 운용보수(%): 0.7
운용회사: EFG Investments, 펀드명: EFG High Yield Fund, 위험등급: 5, 순자산총액: 1700000000, 주식비중(%): 90, 채권비중(%): 5, 1개월 수익률: 4.2, 6개월 수익률: 12.6, 1년 수익률: 21.1, 2년 수익률: 34.7, 운용보수(%): 1.7
운용회사: RST Asset Management, 펀드명: RST Balanced Growth Fund, 위험등급: 4, 순자산총액: 1300000000, 주식비중(%): 65, 채권비중(%): 30, 1개월 수익률: 2.5, 6개월 수익률: 8.5, 1년 수익률: 12.7, 2년 수익률: 22.5, 운용보수(%): 1.2
운용회사: UVW Capital, 펀드명: UVW Global Equity Fund, 위험등급: 5, 순자산총액: 1600000000, 주식비중(%): 90, 채권비중(%): 5, 1개월 수익률: 4.0, 6개월 수익률: 12.3, 1년 수익률: 20.7, 2년 수익률: 34.4, 운용보수(%): 1.7
운용회사: MNO Investments, 펀드명: MNO Balanced Growth Fund, 위험등급: 4, 순자산총액: 1250000000, 주식비중(%): 65, 채권비중(%): 30, 1개월 수익률: 2.4, 6개월 수익률: 8.1, 1년 수익률: 12.1, 2년 수익률: 21.9, 운용보수(%): 1.2
운용회사: ABC Asset Management, 펀드명: ABC High Yield Fund, 위험등급: 5, 순자산총액: 1700000000, 주식비중(%): 90, 채권비중(%): 5, 1개월 수익률: 4.1, 6개월 수익률: 12.8, 1년 수익률: 21.3, 2년 수익률: 35.0, 운용보수(%): 1.7
운용회사: XYZ Capital, 펀드명: XYZ Global Equity Fund, 위험등급: 5, 순자산총액: 1700000000, 주식비중(%): 90, 채권비중(%): 5, 1개월 수익률: 4.2, 6개월 수익률: 12.9, 1년 수익률: 21.2, 2년 수익률: 35.1, 운용보수(%): 1.7
운용회사: DEF Investments, 펀드명: DEF Conservative Fund, 위험등급: 2, 순자산총액: 700000000, 주식비중(%): 30, 채권비중(%): 65, 1개월 수익률: 0.8, 6개월 수익률: 2.9, 1년 수익률: 4.7, 2년 수익률: 8.4, 운용보수(%): 0.6
운용회사: QRS Fund Management, 펀드명: QRS Strategic Growth Fund, 위험등급: 5, 순자산총액: 1800000000, 주식비중(%): 90, 채권비중(%): 5, 1개월 수익률: 4.0, 6개월 수익률: 12.5, 1년 수익률: 20.8, 2년 수익률: 34.0, 운용보수(%): 1.7
운용회사: LMN Financial, 펀드명: LMN Strategic Income Fund, 위험등급: 3, 순자산총액: 900000000, 주식비중(%): 45, 채권비중(%): 50, 1개월 수익률: 1.5, 6개월 수익률: 5.3, 1년 수익률: 8.5, 2년 수익률: 14.7, 운용보수(%): 0.8
